,Mean,Mean,Mean,Std Dev,Std Dev,Std Dev,Mean,Mean,Mean,Std Dev,Std Dev,Std Dev,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d
7,-0.018615,-0.09452,1.083222,0.014138,0.024455,0.084289,0.002118,-0.065713,1.054811,0.010888,0.025109,0.3007,-0.016305,-0.097669,1.102856,-0.04263,-0.136296,1.255946,-0.006264,-0.144951,1.184769,-0.034916,-0.090602,1.068588,-0.028734,-0.114776,1.106795,-0.0196,-0.089089,1.108173,0.000862,-0.066896,0.928081,-0.004241,-0.097479,1.112523,-0.025357,-0.092665,1.127204,-0.003132,-0.080397,0.993468,-0.029429,-0.074815,1.035913,-0.028259,-0.073287,1.017596,-0.00399,-0.06984,1.039974,0.011942,-0.094192,1.178807,-0.01848,-0.046061,0.957747,0.018705,-0.066544,1.115495,-0.009242,-0.052967,1.058558,-0.008358,-0.042262,0.8979,0.009637,-0.088871,1.260311,-0.002255,-0.069756,1.161205,0.004966,-0.10183,1.333694,0.004784,-0.070469,1.127819,0.000667,-0.012251,0.097041,0.020715,-0.099874,1.277379,0.002858,-0.068687,1.181202,-0.005569,-0.047911,1.022643,-0.000719,-0.058301,1.097558
8,-0.012039,-0.133343,1.225592,0.016745,0.025874,0.086597,0.01217,-0.100062,1.169276,0.012963,0.034307,0.329166,-0.01188,-0.139976,1.24572,-0.040987,-0.177518,1.400465,-0.00043,-0.185351,1.320408,-0.031196,-0.125201,1.226346,-0.01433,-0.158097,1.252263,-0.015981,-0.124373,1.270442,0.013682,-0.103158,1.067216,0.000724,-0.132873,1.249064,-0.022635,-0.133509,1.267343,0.005419,-0.119534,1.124119,-0.027463,-0.112825,1.180379,-0.020627,-0.11264,1.171474,0.009201,-0.108403,1.157457,0.025106,-0.13291,1.329019,-0.008981,-0.074999,1.088832,0.033245,-0.106514,1.242251,-0.003179,-0.089753,1.193957,-0.001864,-0.068678,1.033415,0.018993,-0.127903,1.386729,0.013367,-0.110741,1.273487,0.013069,-0.142647,1.451304,0.014785,-0.110184,1.264508,0.000665,-0.012282,0.097968,0.034038,-0.139672,1.370202,0.013333,-0.108107,1.282809,0.007473,-0.083929,1.131256,0.010323,-0.092555,1.224134
9,-0.004551,-0.171073,1.345457,0.01922,0.024674,0.0875,0.024168,-0.138727,1.257747,0.015244,0.042954,0.351662,-0.005123,-0.180977,1.364077,-0.037146,-0.21247,1.519134,0.006121,-0.217843,1.441391,-0.02575,-0.161021,1.352145,0.000244,-0.199429,1.376724,-0.013264,-0.158038,1.400774,0.026673,-0.142375,1.190266,0.004769,-0.165404,1.364773,-0.018968,-0.173869,1.382023,0.014098,-0.158294,1.242028,-0.023234,-0.152414,1.298693,-0.009758,-0.155534,1.297993,0.022177,-0.146279,1.260922,0.039162,-0.173148,1.440746,0.004616,-0.116223,1.185928,0.04712,-0.152745,1.340556,0.004973,-0.134314,1.301469,0.008019,-0.104897,1.143861,0.031149,-0.168688,1.475649,0.029837,-0.154376,1.367816,0.022853,-0.182364,1.542345,0.025569,-0.153792,1.367623,0.000664,-0.012313,0.098899,0.048925,-0.176441,1.444324,0.026944,-0.150194,1.364843,0.024513,-0.128492,1.216112,0.024012,-0.134196,1.318291
10,0.004353,-0.201358,1.452953,0.021023,0.022138,0.087156,0.038191,-0.174476,1.334189,0.018216,0.050516,0.371652,0.005446,-0.21409,1.46961,-0.027729,-0.236859,1.623453,0.015677,-0.238365,1.55534,-0.018928,-0.19223,1.455932,0.014785,-0.231199,1.492694,-0.01122,-0.184919,1.509135,0.038522,-0.175881,1.304413,0.010647,-0.190852,1.470366,-0.013002,-0.207519,1.485636,0.022493,-0.188662,1.354301,-0.017299,-0.186341,1.399852,0.002173,-0.194026,1.406565,0.03502,-0.176716,1.361092,0.054993,-0.20829,1.528036,0.021381,-0.162047,1.263523,0.060397,-0.195931,1.426242,0.015288,-0.178033,1.39488,0.02005,-0.143154,1.238188,0.047409,-0.203776,1.545199,0.046775,-0.19148,1.45874,0.036791,-0.214599,1.623269,0.037928,-0.193064,1.453078,0.000662,-0.012343,0.099834,0.065874,-0.203975,1.515885,0.044302,-0.187064,1.442873,0.043482,-0.173225,1.29308,0.039343,-0.175687,1.395813
11,0.016094,-0.220279,1.556227,0.021816,0.019185,0.085265,0.053795,-0.200622,1.411088,0.021728,0.056153,0.392083,0.021861,-0.234937,1.571651,-0.011285,-0.24766,1.719523,0.029109,-0.245021,1.664969,-0.009194,-0.215476,1.550252,0.030478,-0.248922,1.608251,-0.00606,-0.202025,1.604651,0.04967,-0.198415,1.416554,0.020396,-0.205468,1.573017,-0.002402,-0.230373,1.588805,0.031641,-0.206837,1.465943,-0.008728,-0.2101,1.493669,0.014866,-0.222127,1.507801,0.048873,-0.196272,1.465871,0.074129,-0.233078,1.606124,0.040766,-0.202992,1.33872,0.074165,-0.226971,1.512958,0.028813,-0.212467,1.487722,0.033317,-0.175154,1.329431,0.067673,-0.22708,1.611329,0.062791,-0.214542,1.555894,0.052708,-0.233875,1.70504,0.052574,-0.221445,1.535913,0.000661,-0.012374,0.100774,0.082227,-0.217686,1.594929,0.063443,-0.21189,1.527447,0.06305,-0.209851,1.376449,0.056814,-0.2093,1.472503
12,0.030261,-0.226293,1.657308,0.021809,0.016978,0.081271,0.068225,-0.212915,1.494889,0.025054,0.058958,0.414273,0.042851,-0.240653,1.672548,0.008621,-0.245193,1.80696,0.044135,-0.239478,1.767624,0.004404,-0.228161,1.64269,0.046203,-0.250877,1.722883,0.004135,-0.207501,1.691069,0.06129,-0.208027,1.529027,0.032799,-0.207856,1.673456,0.011478,-0.240088,1.693428,0.041776,-0.211916,1.576643,0.003067,-0.221884,1.585106,0.029384,-0.237317,1.607267,0.063244,-0.202857,1.576299,0.094359,-0.242981,1.684585,0.059803,-0.230249,1.423749,0.086501,-0.239894,1.607436,0.043178,-0.231113,1.587511,0.046628,-0.195157,1.427788,0.086889,-0.235392,1.682144,0.074782,-0.220683,1.661914,0.065929,-0.238653,1.790469,0.066979,-0.23449,1.624157,0.000659,-0.012404,0.101717,0.094366,-0.217591,1.684177,0.080099,-0.221463,1.621842,0.080589,-0.232352,1.473436,0.074382,-0.228386,1.557523
13,0.044336,-0.221215,1.752909,0.021708,0.016268,0.075336,0.078686,-0.2113,1.585454,0.027649,0.058553,0.437893,0.064322,-0.233219,1.76881,0.027199,-0.233675,1.882516,0.058229,-0.226137,1.858818,0.018712,-0.228979,1.733773,0.059659,-0.240422,1.829124,0.016668,-0.203585,1.767887,0.072659,-0.204917,1.638236,0.045782,-0.200919,1.768336,0.024515,-0.238575,1.795229,0.05199,-0.205858,1.68093,0.015778,-0.222136,1.673202,0.044267,-0.239708,1.703501,0.076593,-0.197664,1.687453,0.110722,-0.237619,1.765988,0.073408,-0.23928,1.523427,0.094477,-0.235065,1.708921,0.054375,-0.232412,1.694186,0.057753,-0.200575,1.537129,0.10064,-0.230439,1.758319,0.082006,-0.212551,1.772513,0.074516,-0.23106,1.876004,0.078352,-0.232655,1.718153,0.000658,-0.012434,0.102665,0.101903,-0.207082,1.78073,0.091959,-0.217219,1.722638,0.093204,-0.239317,1.583946,0.087637,-0.230493,1.651738
14,0.056659,-0.208951,1.838274,0.022076,0.01649,0.06827,0.084901,-0.199007,1.677617,0.029247,0.055308,0.461485,0.083337,-0.217042,1.85512,0.042405,-0.216761,1.94333,0.070228,-0.208331,1.934603,0.030766,-0.220486,1.820148,0.070254,-0.223264,1.919048,0.028515,-0.194413,1.834082,0.083704,-0.193166,1.737777,0.057696,-0.188117,1.853428,0.034664,-0.229686,1.888759,0.062015,-0.193216,1.77292,0.027396,-0.214446,1.754573,0.057313,-0.233168,1.791493,0.088281,-0.184261,1.792279,0.120907,-0.220216,1.847534,0.079691,-0.231662,1.635966,0.098006,-0.217336,1.810765,0.061662,-0.219895,1.802113,0.06599,-0.193021,1.654748,0.109349,-0.216078,1.836301,0.086293,-0.1953,1.878446,0.079519,-0.215437,1.954614,0.08592,-0.219685,1.812136,0.000656,-0.012464,0.103617,0.10633,-0.190371,1.877111,0.098941,-0.203037,1.821977,0.100656,-0.233386,1.701529,0.094691,-0.218217,1.749779
15,0.067001,-0.192819,1.909217,0.022412,0.01725,0.060478,0.088047,-0.180546,1.763425,0.029947,0.050213,0.483166,0.09841,-0.195804,1.925658,0.054312,-0.196748,1.987087,0.079714,-0.18796,1.992211,0.040686,-0.206102,1.898281,0.078319,-0.204142,1.98691,0.039541,-0.182495,1.88866,0.094408,-0.177227,1.822778,0.067183,-0.172016,1.924283,0.0423,-0.216143,1.968042,0.071692,-0.177738,1.848856,0.038107,-0.202399,1.826462,0.068982,-0.221951,1.866995,0.097362,-0.165916,1.883594,0.126126,-0.195694,1.922253,0.080649,-0.212413,1.753297,0.099257,-0.193216,1.903309,0.066582,-0.199255,1.902392,0.071919,-0.176387,1.77268,0.114668,-0.197173,1.909695,0.089049,-0.174153,1.970279,0.082697,-0.196255,2.019264,0.090459,-0.200671,1.897634,0.000655,-0.012494,0.104574,0.108507,-0.171211,1.964733,0.101463,-0.183606,1.910946,0.103933,-0.218466,1.814979,0.096699,-0.196654,1.841918
16,0.075331,-0.174623,1.963101,0.022384,0.018432,0.052679,0.088988,-0.159696,1.83551,0.029935,0.044409,0.501355,0.109477,-0.171722,1.976497,0.062942,-0.174434,2.013611,0.087284,-0.16556,2.031418,0.048929,-0.188435,1.963783,0.084321,-0.185352,2.030974,0.049865,-0.169102,1.930604,0.103321,-0.160032,1.889873,0.07362,-0.153434,1.978569,0.048077,-0.1992,2.028468,0.080832,-0.161419,1.907014,0.047844,-0.187986,1.886458,0.079306,-0.208512,1.927126,0.103491,-0.144917,1.955913,0.127535,-0.168824,1.982894,0.078541,-0.187191,1.863665,0.099773,-0.168096,1.978955,0.070339,-0.175907,1.986511,0.075574,-0.154731,1.880937,0.117169,-0.177091,1.97257,0.09052,-0.152588,2.041628,0.084764,-0.175647,2.065661,0.092614,-0.179864,1.967817,0.000653,-0.012524,0.105534,0.108497,-0.150632,2.037129,0.100405,-0.162268,1.98255,0.104111,-0.198935,1.913216,0.095333,-0.171447,1.91808
17,0.081932,-0.154659,1.999608,0.022369,0.020157,0.045391,0.08841,-0.138179,1.889424,0.029458,0.038578,0.515059,0.117797,-0.14543,2.007207,0.068395,-0.150105,2.023983,0.092897,-0.140985,2.052931,0.056052,-0.168857,2.012967,0.089128,-0.1667,2.054187,0.058176,-0.154167,1.960536,0.110298,-0.142149,1.938441,0.077431,-0.132161,2.015666,0.052447,-0.17938,2.068335,0.089999,-0.144119,1.948765,0.056531,-0.171415,1.933462,0.087762,-0.193281,1.971248,0.108203,-0.121813,2.007174,0.125765,-0.142076,2.025458,0.074491,-0.16015,1.95727,0.099615,-0.143865,2.034687,0.072714,-0.152666,2.049352,0.077543,-0.13106,1.971147,0.117351,-0.156508,2.021278,0.091513,-0.131062,2.089946,0.086655,-0.154273,2.092386,0.093335,-0.158667,2.019392,0.000652,-0.012554,0.106499,0.106991,-0.128171,2.090118,0.096905,-0.13985,2.033405,0.102449,-0.177456,1.989096,0.091758,-0.14615,1.9719
18,0.087075,-0.132282,2.019213,0.022696,0.022519,0.038378,0.08754,-0.115779,1.923522,0.028972,0.032846,0.523796,0.124122,-0.116698,2.018444,0.07088,-0.123223,2.018602,0.096985,-0.113273,2.056484,0.061912,-0.147492,2.045075,0.093435,-0.147011,2.059631,0.06339,-0.137201,1.9788,0.115531,-0.122347,1.970391,0.079571,-0.10738,2.0345,0.055785,-0.156666,2.086646,0.09912,-0.124704,1.976179,0.064168,-0.151885,1.967681,0.09468,-0.175549,2.000284,0.112395,-0.096237,2.037053,0.122664,-0.115972,2.048748,0.069785,-0.132685,2.028265,0.099212,-0.119383,2.070587,0.074175,-0.129633,2.08943,0.079053,-0.106107,2.038346,0.11639,-0.134838,2.053631,0.093399,-0.108179,2.115821,0.089826,-0.131137,2.099867,0.094339,-0.136413,2.051363,0.00065,-0.012584,0.107468,0.105392,-0.102404,2.121861,0.092744,-0.115593,2.063138,0.100267,-0.15447,2.039393,0.087667,-0.121506,2.001398
19,0.090811,-0.106499,2.021751,0.023077,0.025132,0.032347,0.087466,-0.091229,1.937772,0.028819,0.027002,0.527371,0.128037,-0.084766,2.011248,0.07108,-0.093116,1.997104,0.10006,-0.082283,2.041682,0.066859,-0.123492,2.059386,0.097103,-0.124617,2.048625,0.066016,-0.1166,1.984222,0.118744,-0.099341,1.986355,0.080457,-0.07864,2.033925,0.058874,-0.130077,2.082784,0.10748,-0.101689,1.989702,0.070351,-0.128387,1.988246,0.099841,-0.153755,2.014075,0.115637,-0.067719,2.045406,0.120872,-0.089398,2.05336,0.066742,-0.103948,2.074486,0.100011,-0.092405,2.087686,0.076338,-0.10509,2.107846,0.080626,-0.079571,2.079896,0.115497,-0.110062,2.068312,0.096279,-0.082303,2.120183,0.093856,-0.104958,2.088638,0.096361,-0.110904,2.064113,0.000648,-0.012613,0.108441,0.103681,-0.072679,2.131035,0.089401,-0.08803,2.072261,0.098928,-0.128805,2.06438,0.085279,-0.096435,2.008172
20,0.092854,-0.077383,2.006814,0.0232,0.027122,0.02939,0.087691,-0.063812,1.932356,0.02873,0.021194,0.525615,0.129163,-0.05071,1.986418,0.068965,-0.060708,1.959102,0.101037,-0.049427,2.008344,0.07115,-0.095954,2.054955,0.099178,-0.099199,2.021443,0.066908,-0.091657,1.975319,0.119927,-0.072699,1.985967,0.079758,-0.047253,2.012966,0.061992,-0.100138,2.056847,0.114179,-0.074323,1.988953,0.07491,-0.100241,1.993929,0.10292,-0.126627,2.011816,0.117017,-0.037041,2.032524,0.121242,-0.060834,2.040255,0.066305,-0.072518,2.096138,0.101555,-0.062165,2.085893,0.078872,-0.077528,2.106123,0.082052,-0.050548,2.094836,0.113713,-0.081278,2.063453,0.098599,-0.053207,2.10272,0.096116,-0.075579,2.05862,0.098102,-0.081072,2.057842,0.000646,-0.012643,0.109418,0.100527,-0.04002,2.115745,0.086206,-0.057026,2.060819,0.09863,-0.099468,2.065679,0.085113,-0.069481,1.995445
21,0.092534,-0.046009,1.973857,0.023207,0.028184,0.032007,0.086846,-0.034011,1.907034,0.028329,0.016602,0.518309,0.127004,-0.016235,1.943973,0.064037,-0.027216,1.90445,0.099468,-0.015843,1.95609,0.073553,-0.065426,2.031636,0.098694,-0.071457,1.97722,0.065536,-0.06341,1.950624,0.118717,-0.043512,1.968234,0.077388,-0.01461,1.97105,0.063978,-0.067842,2.009618,0.118064,-0.043382,1.97247,0.077125,-0.068502,1.983596,0.103384,-0.09526,1.992607,0.115988,-0.005419,1.998576,0.121384,-0.030136,2.009508,0.066539,-0.03866,2.09325,0.101321,-0.029254,2.063825,0.07974,-0.046928,2.084456,0.082352,-0.019196,2.082932,0.110155,-0.049105,2.037249,0.099058,-0.022196,2.062486,0.094959,-0.043489,2.009448,0.097687,-0.047526,2.031676,0.000645,-0.012672,0.1104,0.096074,-0.005667,2.074663,0.082078,-0.023674,2.028341,0.098295,-0.06699,2.044498,0.085557,-0.04066,1.965736
22,0.089651,-0.01339,1.922443,0.023111,0.02818,0.039767,0.084489,-0.003017,1.861455,0.02758,0.015357,0.505273,0.121496,0.017498,1.883663,0.057612,0.006039,1.833431,0.095873,0.017225,1.885391,0.073401,-0.033146,1.988543,0.095154,-0.041642,1.915468,0.060865,-0.032457,1.908939,0.115054,-0.012933,1.931467,0.073889,0.018159,1.908764,0.064297,-0.033745,1.942652,0.118597,-0.009983,1.938567,0.076015,-0.03452,1.955466,0.100602,-0.060927,1.95532,0.112605,0.026365,1.944085,0.118773,0.001424,1.960778,0.06524,-0.00359,2.064848,0.098222,0.004876,2.019621,0.077919,-0.013877,2.042097,0.080598,0.013388,2.044215,0.106012,-0.014847,1.988631,0.097983,0.008962,1.998752,0.091221,-0.010182,1.941315,0.095281,-0.011746,1.984673,0.000643,-0.012701,0.111386,0.09141,0.028424,2.007762,0.077504,0.010753,1.974517,0.097193,-0.032188,2.001763,0.084843,-0.010935,1.920018
23,0.084753,0.019332,1.853433,0.02276,0.027126,0.049666,0.080776,0.027696,1.796163,0.026499,0.018571,0.486631,0.113676,0.049296,1.806208,0.050844,0.037942,1.747993,0.090607,0.048912,1.798563,0.070847,-0.000214,1.92564,0.08886,-0.010351,1.837617,0.053726,0.000033,1.850196,0.109299,0.017995,1.875646,0.070198,0.050177,1.828215,0.063558,0.000979,1.858266,0.116036,0.024223,1.887003,0.071763,0.000418,1.908689,0.095205,-0.025155,1.899507,0.107175,0.057066,1.871091,0.113679,0.032035,1.893448,0.06247,0.030985,2.010292,0.093031,0.038262,1.952971,0.073927,0.019877,1.979002,0.077123,0.046366,1.979934,0.101746,0.019746,1.917592,0.095188,0.038932,1.912782,0.085108,0.022838,1.855909,0.091189,0.024237,1.916991,0.000641,-0.01273,0.112376,0.085943,0.060946,1.917645,0.072801,0.044568,1.900558,0.095264,0.003266,1.938447,0.082756,0.018417,1.858336
