,Mean,Mean,Mean,Std Dev,Std Dev,Std Dev,Mean,Mean,Mean,Std Dev,Std Dev,Std Dev,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d,C:\Users\spsagehr\OneDrive - Liverpool John Moores University\Sports biomech\portfolio\TreadmillData\condition_3\Running trial 1.c3d
24,0.078265,0.051235,1.769227,0.022197,0.025443,0.059296,0.075194,0.057093,1.713296,0.024918,0.024468,0.462977,0.104135,0.078955,1.714715,0.043035,0.067736,1.651239,0.083187,0.078669,1.698991,0.06657,0.032261,1.844838,0.080343,0.021506,1.746486,0.046073,0.032788,1.776032,0.102462,0.048602,1.802442,0.066265,0.081108,1.73289,0.061202,0.035587,1.759991,0.11075,0.057739,1.819074,0.065453,0.034751,1.844321,0.088231,0.010011,1.82648,0.099743,0.086348,1.782449,0.1069,0.060501,1.808072,0.058615,0.063405,1.931064,0.085829,0.069878,1.866284,0.068158,0.052792,1.896735,0.072118,0.078506,1.893105,0.095648,0.053519,1.826573,0.088787,0.067262,1.807778,0.075319,0.054955,1.755974,0.083993,0.058976,1.830524,0.000639,-0.012759,0.11337,0.078209,0.091731,1.808833,0.066904,0.076785,1.80932,0.092043,0.037619,1.856907,0.079556,0.046129,1.781605
25,0.070155,0.081886,1.672859,0.021696,0.02346,0.067354,0.066988,0.084949,1.616071,0.02275,0.03133,0.435224,0.092927,0.106575,1.613255,0.03346,0.095076,1.546382,0.072945,0.106421,1.590252,0.060558,0.063223,1.749178,0.069839,0.053408,1.645172,0.038315,0.065073,1.689118,0.095254,0.078891,1.714794,0.060968,0.110712,1.626609,0.055681,0.06939,1.651502,0.103012,0.089734,1.737134,0.058148,0.06769,1.76428,0.080271,0.043785,1.738431,0.090643,0.114537,1.681056,0.097534,0.086575,1.7076,0.052486,0.093328,1.831102,0.075887,0.099922,1.762855,0.060032,0.084675,1.797947,0.065203,0.109223,1.788223,0.085904,0.085823,1.719201,0.077938,0.094366,1.688036,0.061719,0.086102,1.644454,0.072649,0.09196,1.728325,0.000637,-0.012788,0.114369,0.067763,0.120821,1.686387,0.058928,0.107351,1.704072,0.086865,0.070123,1.760171,0.07429,0.0718,1.692246
26,0.060294,0.110966,1.567462,0.021435,0.021365,0.073444,0.056381,0.111229,1.508171,0.020189,0.038361,0.404418,0.080441,0.132074,1.505406,0.022321,0.120173,1.43637,0.060218,0.132319,1.475345,0.051867,0.092324,1.642595,0.057553,0.084761,1.536136,0.029859,0.096274,1.592271,0.087628,0.108664,1.61639,0.053706,0.138554,1.512742,0.04667,0.101625,1.535979,0.092656,0.119774,1.643923,0.049463,0.098752,1.671147,0.071037,0.075849,1.638017,0.080405,0.141418,1.570682,0.084713,0.110728,1.596192,0.043481,0.121043,1.715285,0.063737,0.128703,1.646503,0.049619,0.115258,1.686029,0.056269,0.138632,1.669838,0.072835,0.116292,1.599495,0.063573,0.120429,1.558604,0.046104,0.115693,1.524493,0.057895,0.123045,1.614108,0.000635,-0.012817,0.115372,0.055573,0.147954,1.555511,0.048939,0.135841,1.588122,0.079492,0.1005,1.651142,0.066464,0.095906,1.593705
27,0.049083,0.137928,1.455589,0.021223,0.019211,0.077745,0.04437,0.135503,1.393183,0.017575,0.045045,0.371611,0.066938,0.155117,1.393873,0.010546,0.142663,1.322902,0.046379,0.155739,1.356216,0.040762,0.11932,1.528639,0.043976,0.114435,1.420887,0.021228,0.125792,1.488166,0.079382,0.137399,1.509916,0.044662,0.163709,1.393902,0.035521,0.131294,1.415872,0.080139,0.14774,1.541537,0.038831,0.127593,1.567886,0.06073,0.105884,1.528431,0.068982,0.16638,1.454427,0.069607,0.133435,1.478112,0.032361,0.146829,1.588768,0.051057,0.155441,1.521328,0.038198,0.143759,1.564634,0.045306,0.166323,1.542087,0.057523,0.1442,1.47154,0.04695,0.144864,1.423683,0.030559,0.142431,1.398995,0.041711,0.151564,1.491579,0.000633,-0.012846,0.116379,0.042791,0.172403,1.419803,0.037722,0.161308,1.464655,0.070107,0.128451,1.533315,0.056659,0.118881,1.489685
28,0.037477,0.161796,1.338881,0.020744,0.017011,0.080505,0.0318,0.156934,1.273768,0.015239,0.05097,0.337645,0.053149,0.174803,1.27987,-0.000749,0.16149,1.207237,0.032756,0.175666,1.234304,0.028612,0.143723,1.409776,0.030564,0.140969,1.300504,0.013628,0.152774,1.378688,0.069928,0.164224,1.39721,0.034555,0.184747,1.27172,0.023915,0.15667,1.2923,0.066819,0.17296,1.43123,0.027304,0.153809,1.45685,0.049807,0.133193,1.412257,0.056906,0.188321,1.333506,0.054116,0.154369,1.357127,0.020033,0.17037,1.455846,0.038795,0.179012,1.390259,0.026942,0.169074,1.436497,0.032634,0.191153,1.4085,0.040038,0.168511,1.337892,0.02938,0.166866,1.286013,0.016166,0.165048,1.269885,0.02572,0.176541,1.363319,0.000631,-0.012874,0.11739,0.029687,0.193068,1.281526,0.026027,0.182642,1.336348,0.059102,0.15312,1.409254,0.045924,0.140174,1.3829
29,0.026456,0.181159,1.218618,0.019903,0.014933,0.081815,0.019276,0.174331,1.151951,0.013485,0.055694,0.303161,0.039978,0.190037,1.164264,-0.010858,0.17525,1.090556,0.020079,0.190448,1.111045,0.017051,0.164796,1.287449,0.019297,0.162421,1.175953,0.007449,0.175848,1.264859,0.059524,0.187622,1.279537,0.024356,0.199859,1.147727,0.013069,0.175679,1.166092,0.053573,0.194295,1.314532,0.016068,0.176441,1.339771,0.038827,0.156561,1.291006,0.04552,0.205805,1.209242,0.038569,0.172805,1.235608,0.007178,0.190846,1.319014,0.027052,0.198125,1.255574,0.016064,0.190055,1.303829,0.019019,0.211479,1.271722,0.021203,0.188008,1.200801,0.012456,0.184695,1.14774,0.003614,0.181969,1.139073,0.010928,0.196396,1.231514,0.000629,-0.012903,0.118406,0.016725,0.208222,1.143146,0.014099,0.198385,1.205317,0.047079,0.173415,1.280657,0.035251,0.159133,1.274908
30,0.016838,0.194579,1.09621,0.018778,0.013472,0.081711,0.007648,0.186196,1.029757,0.012423,0.058785,0.268805,0.027801,0.199756,1.04838,-0.018919,0.183067,0.973798,0.009267,0.198958,0.988287,0.007481,0.181014,1.162489,0.011341,0.177295,1.048616,0.002077,0.193271,1.14786,0.04915,0.205476,1.158167,0.015198,0.207912,1.023668,0.003418,0.186938,1.038418,0.04109,0.210159,1.193576,0.006158,0.194067,1.218194,0.028876,0.174432,1.166211,0.035962,0.217186,1.083063,0.023282,0.187575,1.114947,-0.004778,0.206612,1.180681,0.01623,0.210884,1.119811,0.005503,0.205068,1.168962,0.00545,0.225254,1.134445,0.003277,0.200837,1.063065,-0.001847,0.196302,1.011136,-0.006251,0.191807,1.008892,-0.001667,0.209302,1.098453,0.000627,-0.012931,0.119426,0.004691,0.216266,1.006912,0.002604,0.207234,1.073648,0.035217,0.187811,1.149919,0.024729,0.174729,1.166306
31,0.009208,0.201279,0.973309,0.017361,0.013079,0.080383,-0.002041,0.191516,0.909171,0.011973,0.060031,0.235208,0.017318,0.203492,0.933479,-0.024276,0.184928,0.858195,0.001862,0.201053,0.867874,0.000415,0.191067,1.036529,0.006743,0.184885,0.92052,-0.00285,0.204043,1.029397,0.039369,0.216465,1.035274,0.007865,0.208723,0.900924,-0.004348,0.190503,0.910552,0.03034,0.219211,1.070409,-0.001511,0.20524,1.093801,0.020562,0.185473,1.039671,0.028218,0.22154,0.956388,0.009827,0.197094,0.996572,-0.014085,0.215675,1.043401,0.007248,0.216156,0.985612,-0.00431,0.212763,1.034256,-0.00697,0.231088,0.999216,-0.011359,0.206035,0.927524,-0.012212,0.200691,0.878432,-0.013234,0.194251,0.881264,-0.011534,0.214379,0.966163,0.000624,-0.012959,0.12045,-0.005225,0.216554,0.874872,-0.00725,0.208762,0.943645,0.024669,0.195179,1.019233,0.015232,0.185558,1.057746
32,0.003687,0.20123,0.851722,0.015623,0.013708,0.078047,-0.009345,0.190305,0.791992,0.011961,0.059505,0.202936,0.008895,0.201393,0.820945,-0.026983,0.181005,0.744906,-0.001542,0.197084,0.751459,-0.003712,0.19464,0.911304,0.004661,0.185119,0.793875,-0.006808,0.208009,0.911171,0.030595,0.219935,0.913036,0.002044,0.202633,0.780886,-0.00978,0.186942,0.784515,0.022005,0.221417,0.947118,-0.006681,0.209555,0.968586,0.013853,0.189468,0.913275,0.02139,0.218796,0.831315,-0.000477,0.20031,0.881776,-0.020161,0.217355,0.90949,0.000282,0.214071,0.855303,-0.012962,0.213086,0.901973,-0.017405,0.228998,0.867776,-0.021492,0.204013,0.796722,-0.019029,0.197807,0.751626,-0.018024,0.189824,0.757851,-0.018703,0.211929,0.836869,0.000622,-0.012988,0.121479,-0.012555,0.209672,0.748996,-0.014977,0.203457,0.817244,0.016173,0.195733,0.890534,0.007885,0.190994,0.950257
33,-0.000082,0.194899,0.733512,0.013637,0.014859,0.074746,-0.014504,0.183136,0.679853,0.01195,0.057408,0.172515,0.002328,0.193918,0.71228,-0.027344,0.171895,0.635687,-0.00175,0.187961,0.641059,-0.005005,0.191941,0.788384,0.003826,0.178743,0.671274,-0.009642,0.205531,0.795317,0.022662,0.215929,0.793563,-0.002495,0.190603,0.665274,-0.013185,0.177133,0.663111,0.016037,0.217013,0.825812,-0.009821,0.207135,0.844636,0.008237,0.186658,0.789414,0.01509,0.20923,0.709847,-0.007428,0.197361,0.771397,-0.023588,0.211936,0.781326,-0.005611,0.205295,0.73077,-0.020541,0.206625,0.774237,-0.025247,0.219735,0.74191,-0.027426,0.195436,0.6729,-0.022773,0.18832,0.63237,-0.021071,0.179525,0.640234,-0.023667,0.202878,0.712874,0.00062,-0.013016,0.122511,-0.01757,0.196675,0.630509,-0.020482,0.192288,0.696305,0.009516,0.190062,0.765941,0.002219,0.190781,0.844657
34,-0.002555,0.183163,0.620808,0.011547,0.01598,0.07061,-0.017572,0.170913,0.574279,0.011551,0.054011,0.14442,-0.002413,0.18173,0.608777,-0.02546,0.158637,0.532467,0.00012,0.174753,0.538404,-0.004863,0.18366,0.670027,0.003329,0.166814,0.555445,-0.011719,0.1973,0.684031,0.015544,0.205277,0.678886,-0.005584,0.174015,0.556009,-0.014557,0.162448,0.548853,0.011588,0.206617,0.708696,-0.011842,0.198342,0.724316,0.003185,0.177798,0.670677,0.009451,0.193722,0.59392,-0.011724,0.189046,0.666218,-0.024943,0.200121,0.66069,-0.01081,0.190908,0.613645,-0.026674,0.194387,0.653126,-0.029814,0.204471,0.623613,-0.029388,0.181369,0.558145,-0.02346,0.173273,0.521786,-0.022302,0.164454,0.53,-0.026543,0.188296,0.596104,0.000618,-0.013043,0.123549,-0.01985,0.178799,0.520759,-0.023377,0.176393,0.582793,0.004398,0.17897,0.647555,-0.00214,0.185338,0.74193
35,-0.004108,0.167188,0.515396,0.009501,0.016749,0.065754,-0.018515,0.154761,0.476558,0.010825,0.049638,0.11902,-0.005452,0.16568,0.51152,-0.021554,0.142465,0.436442,0.002671,0.158714,0.444544,-0.004481,0.170618,0.558359,0.0027,0.150706,0.448802,-0.013171,0.184189,0.578901,0.0096,0.189211,0.570364,-0.007087,0.154338,0.454863,-0.014221,0.144244,0.443956,0.007757,0.191561,0.597819,-0.01323,0.18417,0.609829,-0.001291,0.164048,0.559135,0.004352,0.173501,0.48561,-0.013766,0.176145,0.567217,-0.024167,0.182968,0.548764,-0.014867,0.172229,0.505217,-0.030277,0.177643,0.540587,-0.03097,0.18474,0.514475,-0.028201,0.163099,0.453656,-0.021703,0.15401,0.420853,-0.021618,0.145886,0.429052,-0.027148,0.16964,0.488211,0.000615,-0.013071,0.12459,-0.019803,0.157443,0.420908,-0.023781,0.157013,0.478149,0.001192,0.163612,0.537168,-0.004722,0.175299,0.642961
36,-0.005101,0.148331,0.418734,0.007755,0.017031,0.060208,-0.01776,0.135827,0.38757,0.009986,0.044608,0.096636,-0.006781,0.147,0.421496,-0.016641,0.124633,0.348924,0.004662,0.141161,0.360108,-0.004301,0.153925,0.45518,0.001783,0.132033,0.353239,-0.014228,0.16732,0.481155,0.004632,0.169601,0.469387,-0.007231,0.13286,0.363324,-0.013309,0.124035,0.350153,0.004468,0.173089,0.494715,-0.013955,0.165873,0.502904,-0.005033,0.146716,0.456524,-0.000377,0.15006,0.386437,-0.013623,0.159612,0.475186,-0.022111,0.162041,0.44676,-0.017603,0.150673,0.406513,-0.031043,0.157627,0.438147,-0.029417,0.162106,0.415716,-0.024987,0.141796,0.35984,-0.018603,0.132123,0.330291,-0.01974,0.125079,0.338365,-0.026209,0.148259,0.390067,0.000613,-0.013099,0.125636,-0.018153,0.133801,0.331435,-0.022154,0.135338,0.383459,-0.000041,0.145056,0.436028,-0.005562,0.161161,0.548535
37,-0.005844,0.12788,0.331925,0.006534,0.016893,0.054183,-0.015926,0.115293,0.307804,0.009105,0.039249,0.07756,-0.0065,0.126977,0.339578,-0.011825,0.106019,0.27096,0.005602,0.122914,0.285195,-0.00456,0.134953,0.362291,0.000636,0.111947,0.269821,-0.014982,0.147885,0.39171,0.000332,0.147988,0.377471,-0.006752,0.110812,0.282381,-0.012547,0.103102,0.268229,0.001536,0.152537,0.400706,-0.014293,0.144946,0.405145,-0.008284,0.12726,0.364205,-0.004333,0.125093,0.297333,-0.012467,0.140567,0.390498,-0.020221,0.138966,0.355327,-0.018969,0.127789,0.318108,-0.029775,0.135547,0.346658,-0.025998,0.137881,0.327999,-0.02051,0.118745,0.276628,-0.015098,0.10894,0.250285,-0.017336,0.10313,0.258258,-0.024154,0.125389,0.302179,0.00061,-0.013126,0.126686,-0.014979,0.109267,0.252602,-0.018824,0.112543,0.299547,0.000275,0.124341,0.344966,-0.005524,0.144125,0.459511
38,-0.006465,0.106899,0.255485,0.005888,0.016379,0.047808,-0.013486,0.094219,0.237431,0.008114,0.033858,0.062005,-0.005174,0.106796,0.266226,-0.007781,0.087474,0.202958,0.005513,0.104572,0.219616,-0.005089,0.114796,0.280648,-0.000877,0.091365,0.19893,-0.015302,0.127076,0.311079,-0.002915,0.125466,0.295317,-0.00617,0.089248,0.21212,-0.011807,0.082472,0.198556,-0.001624,0.130956,0.316593,-0.014906,0.122628,0.317393,-0.011156,0.106787,0.282771,-0.006756,0.100054,0.219096,-0.011865,0.120042,0.313532,-0.018932,0.115259,0.274396,-0.01872,0.104869,0.240187,-0.027005,0.112637,0.266424,-0.021436,0.113168,0.2515,-0.015649,0.094947,0.203792,-0.011156,0.085627,0.181047,-0.014231,0.081188,0.189086,-0.020913,0.102073,0.224997,0.000608,-0.013154,0.12774,-0.010564,0.084807,0.184358,-0.014361,0.089652,0.226355,0.001302,0.102637,0.264335,-0.005882,0.125314,0.376278
39,-0.006831,0.086279,0.189605,0.00562,0.015499,0.041183,-0.010724,0.073528,0.176544,0.007144,0.028658,0.05031,-0.003421,0.087326,0.201739,-0.004619,0.069687,0.145189,0.004829,0.086578,0.163162,-0.005806,0.094367,0.210597,-0.002577,0.071204,0.140195,-0.015031,0.10589,0.239641,-0.004921,0.103025,0.223231,-0.005645,0.068985,0.152426,-0.010541,0.063101,0.140872,-0.004938,0.109028,0.242725,-0.015698,0.100063,0.240055,-0.013059,0.086317,0.212452,-0.007382,0.076055,0.152575,-0.012105,0.099046,0.244877,-0.018008,0.092022,0.204113,-0.01698,0.082746,0.17299,-0.02287,0.089876,0.197345,-0.016228,0.088939,0.186065,-0.010706,0.071514,0.141483,-0.006949,0.063357,0.12272,-0.010319,0.060273,0.130659,-0.016781,0.079084,0.158817,0.000605,-0.013181,0.128799,-0.005483,0.061569,0.126718,-0.009619,0.067653,0.163289,0.002292,0.080874,0.194136,-0.006985,0.105622,0.299612
40,-0.00669,0.066693,0.134221,0.005344,0.01428,0.034502,-0.007958,0.054134,0.125278,0.006453,0.023788,0.04265,-0.001714,0.069094,0.14647,-0.002051,0.053029,0.097474,0.003653,0.069,0.115746,-0.006341,0.07441,0.151974,-0.003867,0.052293,0.092636,-0.013866,0.08508,0.177563,-0.005917,0.081316,0.161424,-0.005135,0.050652,0.103202,-0.008659,0.045591,0.094275,-0.007667,0.087499,0.179237,-0.015531,0.078331,0.173667,-0.013308,0.066647,0.15291,-0.006562,0.054069,0.098301,-0.012518,0.07861,0.184847,-0.016865,0.069965,0.144681,-0.014324,0.062059,0.116751,-0.017674,0.068052,0.139205,-0.011154,0.066186,0.130969,-0.006427,0.049717,0.089805,-0.0032,0.043164,0.075601,-0.006084,0.041475,0.083074,-0.012346,0.057432,0.103969,0.000603,-0.013208,0.129861,-0.001064,0.040954,0.079763,-0.005439,0.047594,0.110309,0.003047,0.059998,0.134617,-0.007967,0.085883,0.230437
41,-0.005979,0.048727,0.089049,0.004849,0.01266,0.027761,-0.005568,0.036871,0.083722,0.005899,0.019293,0.038446,-0.000251,0.052436,0.100472,-0.000134,0.037933,0.059555,0.002173,0.051976,0.077109,-0.006005,0.055667,0.103842,-0.004465,0.035651,0.055834,-0.011851,0.065173,0.124854,-0.006167,0.060841,0.109922,-0.00441,0.034653,0.064105,-0.006772,0.030428,0.058048,-0.009007,0.067037,0.125697,-0.013922,0.058165,0.11836,-0.01194,0.048514,0.10351,-0.004978,0.034981,0.056322,-0.012661,0.05957,0.133432,-0.014912,0.05,0.096015,-0.01138,0.04339,0.071565,-0.012368,0.048096,0.09165,-0.006809,0.045953,0.085679,-0.003366,0.030623,0.049318,-0.000486,0.026173,0.040112,-0.002531,0.025769,0.046639,-0.008291,0.038078,0.060703,0.0006,-0.013235,0.130929,0.001543,0.02391,0.043495,-0.002344,0.030234,0.06761,0.003348,0.041069,0.08594,-0.008297,0.06657,0.169026
